OPEID,state,city,Name,Address,City2,State3,State Desc,Zip Code,Zip Ext,"Prog
Length","School
Type",Year 1,"
Num 1","
Denom 1",DRate 1,PRate 1,Ethnic Code,Cong Dis,Region,"Average or
Greater than 30",Year 2,"
Num 2","
Denom 2",DRate 2,PRate 2,Year 3,"
Num 3","
Denom 3",DRate 3,PRate 3
12096,Switzerland,Lausanne 25,ECOLE HOTELIERE DE LAUSANNE                                      ,ROUTE DE COJONNEX 18               LE CHALET-A-GOB,LAUSANNE 25         ,FC,SWITZERLAND         ,1000,    ,8,6,2016,1,6,16.6,B,5,        ,11,1,2015,,,,,2014,2,10,20,B
35183,Switzerland,Leuk-Stadt,EUROPEAN GRADUATE SCHOOL (EGS)                                   ,ALTER KEHR 20                                     ,LEUK-STADT          ,FC,SWITZERLAND         ,CH- 3,953,8,6,2016,5,68,7.3,B,5,        ,11,1,2015,4,34,11.7,A,2014,0,41,0,B
11683,Switzerland,Sorengo,FRANKLIN UNIVERSITY SWITZERLAND                                  ,VIA PONTE TRESA 29                                ,SORENGO             ,FC,SWITZERLAND         ,6924,    ,8,6,2016,2,45,4.4,A,5,        ,11,0,2015,4,70,5.7,A,2014,1,70,1.4,A
8376,The Netherlands,Amsterdam,VRIJE UNIVERSITEIT AMSTERDAM                                     ,DE BOELELAAN 1105                                 ,AMSTERDAM           ,FC,THE NETHERLANDS     ,1081, HV ,8,5,2016,1,21,4.7,B,5,        ,11,1,2015,0,16,0,B,2014,0,16,0,B
8377,The Netherlands,Amsterdam,UNIVERSITEIT VAN AMSTERDAM                                       ,SPUI 21                                           ,AMSTERDAM           ,FC,THE NETHERLANDS     ,1012,WX  ,8,5,2016,1,42,2.3,P,5,        ,11,0,2015,2,38,5.2,P,2014,4,39,10.2,P
37803,The Netherlands,The Bottom,SABA UNIVERSITY SCHOOL OF MEDICINE                               ,ROUND HILL CAMPUS                  CHURCH STREET  ,THE BOTTOM          ,FC,THE NETHERLANDS     ,     ,    ,7,7,2016,2,48,4.1,A,5,        ,11,0,2015,0,65,0,A,2014,0,9,0,B
22095,The Netherlands,Utrecht,UNIVERSITEIT UTRECHT                                             ,STUDENTENSERVICE                   HEIDELBERGLAAN ,UTRECHT             ,FC,THE NETHERLANDS     ,3584,CS  ,8,5,2016,2,53,3.7,B,5,        ,11,1,2015,3,49,6.1,B,2014,3,66,4.5,B
8452,Wales,Aberystwyth,ABERYSTWYTH UNIVERSITY                                           ,STUDENT WELCOME CENTRE             ABERYSTWYTH UNI,ABERYSTWYTH         ,FC,WALES               ,SY23 ,3FB ,8,5,2016,2,52,3.8,B,5,        ,11,1,2015,3,57,5.2,B,2014,2,45,4.4,B
10157,Wales,Cardiff,CARDIFF UNIVERSITY                                               ,MAIN BUILDING                      PARK PLACE     ,CARDIFF             ,FC,WALES               ,CF10 ,3AT ,8,5,2016,2,56,3.5,B,5,        ,11,1,2015,1,55,1.8,B,2014,2,63,3.1,B
34783,Wales,Cardiff,ROYAL WELSH COLLEGE OF MUSIC AND DRAMA                           ,"CASTLE GROUNDS, CATHAYS PARK                      ",CARDIFF             ,FC,WALES               ,CF10 ,3ER ,8,5,2016,3,31,9.6,B,5,        ,11,1,2015,2,18,11.1,B,2014,2,14,14.2,B
12341,Wales,Carmarthen,UNIVERSITY OF WALES TRINITY SAINT DAVID                          ,COLLEGE ROAD                                      ,CARMARTHEN          ,FC,WALES               ,SA31 ,3EP ,8,5,2016,1,5,20,B,5,        ,11,1,2015,1,7,14.2,B,2014,0,7,0,B
10589,Wales,Gwynedd,BANGOR UNIVERSITY                                                ,BANGOR                                            ,GWYNEDD             ,FC,WALES               ,LL57 ,2DG ,8,5,2016,0,19,0,B,5,        ,11,1,2015,0,25,0,B,2014,0,26,0,B
35473,Wales,Pontypridd,UNIVERSITY OF SOUTH WALES                                        ,"LLANTWIT ROAD, TREFOREST                          ",PONTYPRIDD          ,FC,WALES               ,CF37 ,1DL ,8,5,2016,3,30,10,P,5,        ,11,0,2015,3,33,9,P,2014,1,18,5.5,P
8586,Wales,Swansea,SWANSEA UNIVERSITY                                               ,SINGLETON PARK                                    ,SWANSEA             ,FC,WALES               ,SA2 8,PP  ,8,5,2016,1,40,2.5,B,5,        ,11,1,2015,1,37,2.7,B,2014,1,43,2.3,B
