OPEID,state abv,state,city_x,Name,Address,Zip Code,Zip Ext,"Prog
Length","School
Type",Year 1,"
Num 1","
Denom 1",DRate 1,PRate 1,Ethnic Code,Cong Dis,Region,"Average or
Greater than 30",Year 2,"
Num 2","
Denom 2",DRate 2,PRate 2,Year 3,"
Num 3","
Denom 3",DRate 3,PRate 3,zip,lat,lng,city_y,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,age_median,male,female,married,family_size,income_household_median,income_household_six_figure,home_ownership,home_value,rent_median,education_college_or_above,labor_force_participation,unemployment_rate,race_white,race_black,race_asian,race_native,race_pacific,race_other,race_multiple
37503,DC,District Of,Washington,PROSPECT COLLEGE                                                 ,1720 I STREET NW SUITE 200                        ,20006,3749,3,3,2016,78,353,22.0,A,5,AL      ,3,0,2015,64.0,304.0,21.0,A,2014,34,235,14.4,A,20006,38.898590000000006,-77.04134,Washington,DC,District of Columbia,True,,2756.0,3669.1,11001.0,District of Columbia,{'11001':100},District of Columbia,11001,False,False,America/New_York,19.7,43.9,56.1,5.4,2.22,46319.0,18.1,6.6,,1760.0,85.5,40.7,9.7,68.3,11.3,13.9,0.0,0.3,1.3,4.9
41144,DC,District Of,Washington,INSTITUTE OF WORLD POLITICS (THE)                                ,"1521 16TH STREET, NW                              ",20036,1464,8,2,2016,0,51,0.0,A,5,AL      ,3,0,2015,0.0,33.0,0.0,A,2014,1,53,1.8,A,20036,38.90696,-77.04166,Washington,DC,District of Columbia,True,,5798.0,6303.5,11001.0,District of Columbia,{'11001':100},District of Columbia,11001,False,False,America/New_York,33.4,47.2,52.8,32.2,2.2,88553.0,44.0,35.7,384617.0,1922.0,90.7,81.5,1.9,83.6,3.8,8.3,0.0,0.6,0.7,3.1
39413,FL,Florida,Ave Maria,AVE MARIA UNIVERSITY                                             ,5050 AVE MARIA BOULEVARD                          ,34142,9505,8,2,2016,13,301,4.3,A,5,14,4,0,2015,27.0,312.0,8.6,A,2014,28,277,10.1,A,34142,26.33816,-81.33596,Immokalee,FL,Florida,True,,30955.0,17.9,12021.0,Collier,"{'12021':95,'12051':5}",Collier|Hendry,12021|12051,False,False,America/New_York,27.8,55.2,44.8,34.9,4.47,32128.0,11.5,40.7,143537.0,773.0,8.3,67.5,11.0,71.3,19.3,0.5,1.6,0.0,6.6,0.7
1531,FL,Florida,Deland,STETSON UNIVERSITY                                               ,421 NORTH WOODLAND BOULEVARD                      ,32723,3761,8,2,2016,26,971,2.6,P,5,7,4,0,2015,40.0,993.0,4.0,P,2014,43,1003,4.2,P,32723,29.009959999999996,-81.30877,Deland,FL,Florida,False,32724.0,,,12127.0,Volusia,"{""12127"": 100}",Volusia,12127,False,False,America/New_York,,,,,,,,,,,,,,,,,,,,
7893,FL,Florida,Saint Augustine,FLAGLER COLLEGE                                                  ,74 KING STREET                                    ,32085,4342,8,2,2016,18,901,1.9,A,5,7,4,0,2015,37.0,928.0,3.9,A,2014,67,971,6.9,A,32085,29.88685,-81.34371999999999,Saint Augustine,FL,Florida,False,32084.0,,,12109.0,St. Johns,"{""12109"": 100}",St. Johns,12109,False,False,America/New_York,,,,,,,,,,,,,,,,,,,,
1526,FL,Florida,Saint Leo,SAINT LEO UNIVERSITY                                             ,33701 STATE ROAD 52                               ,33574,6665,8,2,2016,434,5943,7.3,A,5,5,4,0,2015,475.0,5955.0,7.9,A,2014,479,5588,8.5,A,33574,28.33183,-82.27405,Saint Leo,FL,Florida,False,33576.0,,,12101.0,Pasco,"{""12101"": 100}",Pasco,12101,False,False,America/New_York,,,,,,,,,,,,,,,,,,,,
1487,FL,Florida,Saint Petersburg,ECKERD COLLEGE                                                   ,4200 54TH AVENUE SOUTH                            ,33711,4744,6,2,2016,16,482,3.3,A,5,10,4,0,2015,27.0,540.0,5.0,A,2014,31,522,5.9,A,33711,27.7389,-82.68844,Saint Petersburg,FL,Florida,True,,20366.0,1552.0,12103.0,Pinellas,{'12103':100},Pinellas,12103,False,False,America/New_York,37.9,46.4,53.6,30.6,3.38,39720.0,15.0,57.3,152174.0,1140.0,24.1,53.8,8.6,38.0,56.2,1.3,0.1,0.0,1.4,3.0
10161,FL,Florida,Saint Petersburg,LORAINES ACADEMY & SPA                                           ,1012 58TH STREET NORTH                            ,33710,6391,3,3,2016,2,119,1.6,A,5,10,4,0,2015,2.0,131.0,1.5,A,2014,4,115,3.4,A,33710,27.79012,-82.73040999999999,Saint Petersburg,FL,Florida,True,,33883.0,1594.8,12103.0,Pinellas,{'12103':100},Pinellas,12103,False,False,America/New_York,44.3,49.7,50.3,44.2,3.2,57815.0,21.9,75.6,177553.0,985.0,30.3,66.0,4.5,86.6,4.5,4.1,0.2,0.1,0.6,3.9
22796,FL,Florida,St.Petersburg,CORTIVA INSTITUTE                                                ,2370 34TH STREET NORTH                            ,33713,3614,2,3,2016,57,342,16.6,A,5,10,4,0,2015,41.0,215.0,19.0,A,2014,26,158,16.4,A,33713,27.788790000000002,-82.67754000000001,Saint Petersburg,FL,Florida,True,,32350.0,1756.3,12103.0,Pinellas,{'12103':100},Pinellas,12103,False,False,America/New_York,41.3,50.3,49.7,38.2,3.29,54067.0,20.4,64.7,149717.0,1102.0,25.4,66.3,4.8,75.4,8.8,10.0,0.3,0.1,2.5,3.0
1578,GA,Georgia,Lagrange,LAGRANGE COLLEGE                                                 ,601 BROAD STREET                                  ,30240,2999,8,2,2016,36,359,10.0,A,5,8,4,0,2015,41.0,397.0,10.3,A,2014,31,370,8.3,A,30240,33.03625,-85.12366,Lagrange,GA,Georgia,True,,29114.0,83.0,13285.0,Troup,{'13285':100},Troup,13285,False,False,America/New_York,36.0,46.1,53.9,43.8,3.35,44422.0,18.6,59.3,151881.0,791.0,26.1,62.2,7.3,62.6,31.3,1.8,0.3,0.0,1.5,2.5
1623,ID,Idaho,Coeur D'Alene,NORTH IDAHO COLLEGE                                              ,1000 WEST GARDEN AVENUE                           ,83814,2199,5,1,2016,242,1421,17.0,A,5,1,10,0,2015,277.0,1664.0,16.6,A,2014,433,1910,22.6,A,83814,47.63961,-116.75208,Coeur D Alene,ID,Idaho,True,,26607.0,45.5,16055.0,Kootenai,{'16055':100},Kootenai,16055,False,False,America/Los_Angeles,38.7,49.7,50.3,46.7,2.87,50498.0,20.6,54.4,274762.0,873.0,31.1,62.0,6.4,94.6,0.3,0.8,1.1,0.1,1.2,1.9
1737,IL,Illinois,Dekalb,NORTHERN ILLINOIS UNIVERSITY                                     ,ALTGELD HALL - ROOM 300A                          ,60115,2854,8,1,2016,399,5055,7.8,P,5,14,5,0,2015,439.0,5669.0,7.7,P,2014,466,5802,8.0,P,60115,41.90082,-88.7548,Dekalb,IL,Illinois,True,,45325.0,221.3,17037.0,DeKalb,{'17037':100},DeKalb,17037,False,False,America/Chicago,25.0,48.8,51.2,30.6,3.2,44747.0,20.0,39.7,157237.0,874.0,37.6,65.6,10.7,73.3,15.1,4.4,0.1,0.0,4.2,2.8
1835,IN,Indiana,Saint Mary Of The Wo,SAINT MARY OF THE WOODS COLLEGE                                  ,1 SAINT MARY OF THE WOODS COLLEGE                 ,47876,67,8,2,2016,18,345,5.2,A,5,8,5,0,2015,19.0,363.0,5.2,A,2014,21,360,5.8,A,47876,39.51321,-87.45963,Saint Mary Of The Woods,IN,Indiana,True,,354.0,324.1,18167.0,Vigo,{'18167':100},Vigo,18167,False,False,America/Indiana/Indianapolis,51.3,0.0,100.0,2.8,,,,,,,29.7,32.2,7.9,92.7,4.0,2.3,0.0,0.0,1.1,0.0
7276,IN,Indiana,St Meinrad,SAINT MEINRAD SCHOOL OF THEOLOGY                                 ,200 HILL DRIVE                                    ,47577,1002,8,2,2016,0,20,0.0,B,5,9,5,1,2015,0.0,23.0,0.0,B,2014,1,20,5.0,B,47577,38.152190000000004,-86.80674,Saint Meinrad,IN,Indiana,True,,1297.0,17.5,18147.0,Spencer,"{'18123':11.46,'18147':88.54}",Spencer|Perry,18147|18123,False,False,America/Chicago,43.9,58.1,41.9,63.4,3.02,67250.0,26.9,92.4,171294.0,,15.1,70.7,4.4,98.5,0.0,1.5,0.0,0.0,0.0,0.0
22890,IA,Iowa,Mt. Pleasant,AMERICAN HAIR ACADEMY                                            ,304 SOUTH IRIS STREET                             ,52641,1856,4,3,2016,2,52,3.8,B,5,2,7,1,2015,4.0,66.0,6.0,B,2014,5,76,6.5,B,52641,40.98968,-91.58718,Mount Pleasant,IA,Iowa,True,,12254.0,22.5,19087.0,Henry,"{'19087':99.17,'19101':0.36,'19183':0.47}",Henry|Washington|Jefferson,19087|19183|19101,False,False,America/Chicago,38.9,51.6,48.4,50.8,2.81,53922.0,20.6,67.6,121250.0,692.0,21.2,60.3,2.8,89.0,3.5,3.9,0.4,0.0,0.8,2.4
1908,KS,Kansas,Mcpherson,CENTRAL CHRISTIAN COLLEGE OF KANSAS                              ,1200 SOUTH MAIN STREET                            ,67460,5799,6,2,2016,144,527,27.3,A,5,1,7,0,2015,104.0,375.0,27.7,A,2014,63,287,21.9,A,67460,38.38362,-97.69809000000001,Mcpherson,KS,Kansas,True,,14973.0,25.5,20113.0,McPherson,{'20113':100},McPherson,20113,False,False,America/Chicago,38.9,51.5,48.5,57.7,2.77,55764.0,23.0,67.0,146991.0,766.0,30.4,68.8,2.4,94.4,1.2,0.9,0.3,0.0,0.4,2.8
1933,KS,Kansas,Mcpherson,MCPHERSON COLLEGE                                                ,1600 EAST EUCLID STREET                           ,67460,3899,8,2,2016,27,204,13.2,A,5,1,7,0,2015,31.0,276.0,11.2,A,2014,29,251,11.5,A,67460,38.38362,-97.69809000000001,Mcpherson,KS,Kansas,True,,14973.0,25.5,20113.0,McPherson,{'20113':100},McPherson,20113,False,False,America/Chicago,38.9,51.5,48.5,57.7,2.77,55764.0,23.0,67.0,146991.0,766.0,30.4,68.8,2.4,94.4,1.2,0.9,0.3,0.0,0.4,2.8
10014,MD,Maryland,Mchenry,GARRETT COLLEGE                                                  ,687 MOSSER ROAD                                   ,21541,1265,5,1,2016,31,191,16.2,A,5,6,3,0,2015,55.0,223.0,24.6,A,2014,57,246,23.1,A,21541,39.55454,-79.36816999999999,Mc Henry,MD,Maryland,True,,1354.0,22.7,24023.0,Garrett,{'24023':100},Garrett,24023,False,False,America/New_York,43.1,50.7,49.3,52.9,2.55,45714.0,15.1,71.2,225073.0,846.0,36.5,56.9,0.0,87.1,5.9,1.0,0.9,0.0,1.3,3.8
2128,MA,Massachusetts,Chestnut Hill,BOSTON COLLEGE                                                   ,140 COMMONWEALTH AVENUE                           ,2467,3800,8,2,2016,31,2003,1.5,P,5,4,1,0,2015,27.0,2229.0,1.2,P,2014,21,2291,0.9,P,2467,42.31641,-71.16118,Chestnut Hill,MA,Massachusetts,True,,21864.0,1782.0,25021.0,Norfolk,"{'25017':37.9,'25021':38.86,'25025':23.24}",Norfolk|Middlesex|Suffolk,25021|25017|25025,False,False,America/New_York,23.9,45.6,54.4,37.7,3.0,126630.0,63.3,68.3,844504.0,2187.0,78.6,55.3,4.3,72.3,5.0,15.7,0.0,0.0,1.4,5.6
2201,MA,Massachusetts,Chestnut Hill,PINE MANOR COLLEGE                                               ,400 HEATH STREET                                  ,2467,2332,8,2,2016,29,123,23.5,A,5,4,1,0,2015,18.0,108.0,16.6,A,2014,23,128,17.9,A,2467,42.31641,-71.16118,Chestnut Hill,MA,Massachusetts,True,,21864.0,1782.0,25021.0,Norfolk,"{'25017':37.9,'25021':38.86,'25025':23.24}",Norfolk|Middlesex|Suffolk,25021|25017|25025,False,False,America/New_York,23.9,45.6,54.4,37.7,3.0,126630.0,63.3,68.3,844504.0,2187.0,78.6,55.3,4.3,72.3,5.0,15.7,0.0,0.0,1.4,5.6
2157,MA,Massachusetts,Newton Centre,HEBREW COLLEGE                                                   ,160 HERRICK ROAD                                  ,2459,2237,8,2,2016,2,59,3.3,B,5,4,1,1,2015,1.0,30.0,3.3,A,2014,1,42,2.3,B,2459,42.31493,-71.19174,Newton Center,MA,Massachusetts,True,,19463.0,1473.5,25017.0,Middlesex,{'25017':100},Middlesex,25017,False,False,America/New_York,43.2,46.7,53.3,59.2,3.03,177005.0,68.5,80.7,1048354.0,1903.0,86.8,63.7,1.9,77.2,2.7,17.2,0.1,0.0,0.6,2.1
2168,MA,Massachusetts,West Barnstable,CAPE COD COMMUNITY COLLEGE                                       ,2240 IYANNOUGH ROAD                               ,2668,1599,5,1,2016,45,299,15.0,A,5,10,1,0,2015,47.0,317.0,14.8,A,2014,57,391,14.5,A,2668,41.71178,-70.35675,West Barnstable,MA,Massachusetts,True,,2723.0,83.3,25001.0,Barnstable,{'25001':100},Barnstable,25001,False,False,America/New_York,54.5,41.8,58.2,48.8,2.85,100528.0,50.9,80.2,452821.0,1419.0,46.2,62.1,3.1,94.8,1.9,0.0,0.0,0.0,0.0,3.3
2243,MI,Michigan,Mt Pleasant,CENTRAL MICHIGAN UNIVERSITY                                      ,106 WARRINER HALL                                 ,48859,1,8,1,2016,313,6380,4.9,A,5,2,5,0,2015,340.0,6546.0,5.1,A,2014,330,6734,4.9,A,48859,43.5976,-84.77801,Mount Pleasant,MI,Michigan,False,48858.0,,,26073.0,Isabella,"{""26073"": 100}",Isabella,26073,False,False,America/Detroit,,,,,,,,,,,,,,,,,,,,
41211,MI,Michigan,Royal Oaks,ELEVATE SALON INSTITUTE                                          ,4050 CROOKS ROAD                                  ,48067,3591,3,3,2016,20,103,19.4,A,5,12,5,0,2015,14.0,115.0,12.1,A,2014,17,162,10.4,A,48067,42.49046,-83.13793000000001,Royal Oak,MI,Michigan,True,,24901.0,2057.2,26125.0,Oakland,{'26125':100},Oakland,26125,False,False,America/Detroit,34.6,51.8,48.2,42.4,2.87,82025.0,39.9,66.8,219278.0,1138.0,59.7,76.8,3.4,90.7,3.5,2.7,0.0,0.0,0.3,2.7
2293,MI,Michigan,Sault Ste Marie,LAKE SUPERIOR STATE UNIVERSITY                                   ,650 WEST EASTERDAY AVENUE                         ,49783,1691,8,1,2016,34,652,5.2,A,5,1,5,0,2015,42.0,685.0,6.1,A,2014,47,684,6.8,A,49783,46.41473,-84.28349,Sault Sainte Marie,MI,Michigan,True,,19299.0,50.3,26033.0,Chippewa,{'26033':100},Chippewa,26033,False,False,America/Detroit,36.9,52.3,47.7,40.7,3.0,42209.0,13.8,61.7,109381.0,692.0,26.8,60.5,8.0,74.0,3.0,1.3,14.2,0.3,0.0,7.3
30752,MI,Michigan,St Joseph,TWIN CITY BEAUTY COLLEGE                                         ,2600 LINCOLN AVENUE                               ,49085,3305,3,3,2016,12,119,10.0,A,5,6,5,0,2015,9.0,146.0,6.1,A,2014,8,150,5.3,A,49085,42.05012,-86.46029,Saint Joseph,MI,Michigan,True,,23716.0,390.5,26021.0,Berrien,{'26021':100},Berrien,26021,False,False,America/Detroit,44.7,50.5,49.5,60.5,2.84,71205.0,34.2,75.3,195990.0,794.0,48.1,62.8,2.8,89.2,2.2,5.2,0.6,0.0,0.7,2.1
2251,MI,Michigan,University Center,DELTA COLLEGE                                                    ,1961 DELTA ROAD                                   ,48710,1,5,1,2016,239,1502,15.9,A,5,5,5,0,2015,321.0,1861.0,17.2,A,2014,385,1905,20.2,A,48710,43.556509999999996,-83.98782,University Center,MI,Michigan,True,,0.0,0.0,26017.0,Bay,{'26017':0},Bay,26017,False,False,America/Detroit,,,,,,,,,,,,,,,,,,,,
2314,MI,Michigan,University Center,SAGINAW VALLEY STATE UNIVERSITY                                  ,7400 BAY ROAD                                     ,48710,1,8,1,2016,215,2651,8.1,A,5,5,5,0,2015,228.0,2804.0,8.1,A,2014,206,2746,7.5,A,48710,43.556509999999996,-83.98782,University Center,MI,Michigan,True,,0.0,0.0,26017.0,Bay,{'26017':0},Bay,26017,False,False,America/Detroit,,,,,,,,,,,,,,,,,,,,
2377,MN,Minnesota,Saint Cloud,ST. CLOUD STATE UNIVERSITY                                       ,720 FOURTH AVENUE SOUTH                           ,56301,4498,8,1,2016,164,3504,4.6,A,5,6,5,0,2015,204.0,3846.0,5.3,A,2014,181,3844,4.7,A,56301,45.48809,-94.24224,Saint Cloud,MN,Minnesota,True,,35051.0,168.8,27145.0,Stearns,{'27145':100},Stearns,27145,False,False,America/Chicago,25.4,50.8,49.2,37.8,3.14,51722.0,20.8,52.7,183749.0,839.0,32.4,75.0,8.3,77.8,14.1,3.6,0.6,0.0,0.8,3.1
8694,MN,Minnesota,Saint Cloud,RASMUSSEN COLLEGE                                                ,226 PARK AVENUE SOUTH                             ,56301,3713,8,3,2016,782,10677,7.3,P,5,6,5,0,2015,804.0,11188.0,7.1,P,2014,946,11604,8.1,P,56301,45.48809,-94.24224,Saint Cloud,MN,Minnesota,True,,35051.0,168.8,27145.0,Stearns,{'27145':100},Stearns,27145,False,False,America/Chicago,25.4,50.8,49.2,37.8,3.14,51722.0,20.8,52.7,183749.0,839.0,32.4,75.0,8.3,77.8,14.1,3.6,0.6,0.0,0.8,3.1
9831,MN,Minnesota,Saint Cloud,MODEL COLLEGE OF HAIR DESIGN                                     ,"201 8TH AVENUE, SOUTH                             ",56301,4280,3,3,2016,12,79,15.1,A,5,6,5,0,2015,11.0,84.0,13.0,A,2014,15,90,16.6,A,56301,45.48809,-94.24224,Saint Cloud,MN,Minnesota,True,,35051.0,168.8,27145.0,Stearns,{'27145':100},Stearns,27145,False,False,America/Chicago,25.4,50.8,49.2,37.8,3.14,51722.0,20.8,52.7,183749.0,839.0,32.4,75.0,8.3,77.8,14.1,3.6,0.6,0.0,0.8,3.1
2342,MN,Minnesota,Saint Paul,ST. CATHERINE UNIVERSITY                                         ,2004 RANDOLPH AVENUE                              ,55105,1789,8,2,2016,48,1378,3.4,A,5,4,5,0,2015,46.0,1456.0,3.1,A,2014,72,1559,4.6,A,55105,44.9346,-93.16816999999999,Saint Paul,MN,Minnesota,True,,26729.0,3041.5,27123.0,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago,32.8,47.8,52.2,46.0,3.0,88341.0,44.5,67.4,335088.0,969.0,75.3,74.8,3.7,91.5,2.1,3.3,0.1,0.0,0.4,2.5
2358,MN,Minnesota,Saint Paul,MACALESTER COLLEGE                                               ,1600 GRAND AVENUE                                 ,55105,1899,6,2,2016,3,349,0.8,A,5,4,5,0,2015,4.0,381.0,1.0,A,2014,3,373,0.8,A,55105,44.9346,-93.16816999999999,Saint Paul,MN,Minnesota,True,,26729.0,3041.5,27123.0,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago,32.8,47.8,52.2,46.0,3.0,88341.0,44.5,67.4,335088.0,969.0,75.3,74.8,3.7,91.5,2.1,3.3,0.1,0.0,0.4,2.5
2345,MN,Minnesota,St Paul,UNIVERSITY OF SAINT THOMAS                                       ,2115 SUMMIT AVENUE                                ,55105,1096,8,2,2016,25,2119,1.1,P,5,4,5,0,2015,45.0,2276.0,1.9,P,2014,39,2177,1.7,P,55105,44.9346,-93.16816999999999,Saint Paul,MN,Minnesota,True,,26729.0,3041.5,27123.0,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago,32.8,47.8,52.2,46.0,3.0,88341.0,44.5,67.4,335088.0,969.0,75.3,74.8,3.7,91.5,2.1,3.3,0.1,0.0,0.4,2.5
2391,MN,Minnesota,St Paul,MITCHELL HAMLINE SCHOOL OF LAW                                   ,875 SUMMIT AVENUE                                 ,55105,3076,7,2,2016,12,250,4.8,A,5,4,5,0,2015,4.0,296.0,1.3,A,2014,8,306,2.6,A,55105,44.9346,-93.16816999999999,Saint Paul,MN,Minnesota,True,,26729.0,3041.5,27123.0,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago,32.8,47.8,52.2,46.0,3.0,88341.0,44.5,67.4,335088.0,969.0,75.3,74.8,3.7,91.5,2.1,3.3,0.1,0.0,0.4,2.5
2347,MN,Minnesota,Saint Paul,CONCORDIA UNIVERSITY - SAINT PAUL                                ,1282 CONCORDIA AVENUE                             ,55104,5494,8,2,2016,85,1440,5.9,A,5,4,5,0,2015,68.0,1292.0,5.2,A,2014,52,1128,4.6,A,55104,44.95447,-93.16221,Saint Paul,MN,Minnesota,True,,45535.0,2756.8,27123.0,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago,30.4,48.6,51.4,34.9,3.34,60474.0,26.5,50.5,212378.0,888.0,47.5,75.0,5.2,63.1,19.3,8.6,1.5,0.1,2.2,5.4
2354,MN,Minnesota,Saint Paul,HAMLINE UNIVERSITY                                               ,1536 HEWITT AVENUE                                ,55104,1284,8,2,2016,44,1277,3.4,P,5,4,5,0,2015,53.0,1389.0,3.8,P,2014,47,1375,3.4,P,55104,44.95447,-93.16221,Saint Paul,MN,Minnesota,True,,45535.0,2756.8,27123.0,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago,30.4,48.6,51.4,34.9,3.34,60474.0,26.5,50.5,212378.0,888.0,47.5,75.0,5.2,63.1,19.3,8.6,1.5,0.1,2.2,5.4
2371,MN,Minnesota,Saint Paul,UNIVERSITY OF NORTHWESTERN- ST PAUL                              ,3003 SNELLING AVENUE NORTH                        ,55113,1598,8,2,2016,19,719,2.6,A,5,4,5,0,2015,13.0,702.0,1.8,A,2014,25,765,3.2,A,55113,45.013000000000005,-93.15553,Saint Paul,MN,Minnesota,True,,41608.0,1009.1,27123.0,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago,39.6,47.0,53.0,47.5,3.01,66413.0,30.5,64.7,237108.0,999.0,51.5,65.8,3.7,77.4,7.9,8.8,0.5,0.0,0.9,4.3
9058,MN,Minnesota,Saint Paul,BETHEL UNIVERSITY                                                ,3900 BETHEL DRIVE                                 ,55112,6999,8,2,2016,34,1386,2.4,P,5,4,5,0,2015,36.0,1402.0,2.5,P,2014,30,1509,1.9,P,55112,45.07658,-93.18893,Saint Paul,MN,Minnesota,True,,45895.0,878.3,27123.0,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago,37.2,47.6,52.4,49.9,3.11,70842.0,33.3,67.7,231874.0,990.0,45.5,68.5,4.7,79.6,7.4,6.5,0.3,0.1,2.7,3.5
10374,MN,Minnesota,Saint Paul,METROPOLITAN STATE UNIVERSITY                                    ,700 EAST 7TH STREET                               ,55106,5000,8,1,2016,162,2661,6.0,A,5,4,5,0,2015,159.0,2673.0,5.9,A,2014,149,2716,5.4,A,55106,44.96348,-93.04827,Saint Paul,MN,Minnesota,True,,58160.0,2352.7,27123.0,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago,29.5,50.7,49.3,37.5,4.01,50193.0,16.4,54.5,150202.0,924.0,19.1,68.3,6.7,40.5,14.5,36.0,0.9,0.0,2.7,5.5
2353,MN,Minnesota,Saint Peter,GUSTAVUS ADOLPHUS COLLEGE                                        ,800 WEST COLLEGE AVENUE                           ,56082,1498,6,2,2016,9,609,1.4,A,5,1,5,0,2015,6.0,540.0,1.1,A,2014,7,571,1.2,A,56082,44.35226,-94.03245,Saint Peter,MN,Minnesota,True,,14502.0,42.3,27103.0,Nicollet,"{'27079':5.63,'27103':94.37}",Nicollet|Le Sueur,27103|27079,False,False,America/Chicago,32.4,50.8,49.2,43.2,2.93,61860.0,22.7,70.4,174825.0,895.0,31.7,70.3,3.0,91.4,3.2,2.8,0.1,0.0,0.4,2.2
2383,MN,Minnesota,St Bonifacius,CROWN COLLEGE                                                    ,8700 COLLEGE VIEW DRIVE                           ,55375,9001,8,2,2016,29,394,7.3,A,5,3,5,0,2015,46.0,491.0,9.3,A,2014,44,440,10.0,A,55375,44.89698,-93.74285,Saint Bonifacius,MN,Minnesota,True,,4968.0,333.0,27053.0,Hennepin,"{'27019':13.15,'27053':86.85}",Hennepin|Carver,27053|27019,False,False,America/Chicago,34.0,46.2,53.8,57.3,3.36,101818.0,51.5,87.7,297498.0,823.0,44.0,77.8,3.6,91.9,1.7,5.0,0.1,0.0,0.2,1.1
5534,MN,Minnesota,St Cloud,ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE                        ,1540 NORTHWAY DRIVE                               ,56303,1240,5,1,2016,173,1590,10.8,A,5,6,5,0,2015,209.0,1698.0,12.3,A,2014,260,1845,14.0,A,56303,45.5744,-94.21155,Saint Cloud,MN,Minnesota,True,,24674.0,898.7,27145.0,Stearns,{'27145':100},Stearns,27145,False,False,America/Chicago,38.8,50.9,49.1,44.5,2.94,49538.0,18.6,63.3,145189.0,726.0,31.0,68.2,5.3,85.8,7.9,2.6,0.5,0.0,0.9,2.3
2341,MN,Minnesota,St Joseph,COLLEGE OF SAINT BENEDICT                                        ,37 SOUTH COLLEGE AVENUE                           ,56374,2099,6,2,2016,5,464,1.0,A,5,7,5,0,2015,6.0,449.0,1.3,A,2014,2,453,0.4,A,56374,45.607079999999996,-94.33583,Saint Joseph,MN,Minnesota,True,,10622.0,56.3,27145.0,Stearns,{'27145':100},Stearns,27145,False,False,America/Chicago,29.4,43.5,56.5,45.6,3.05,67994.0,28.0,77.2,181855.0,717.0,36.9,74.7,3.7,95.3,1.5,1.4,0.4,0.0,0.2,1.2
2357,MN,Minnesota,St Paul,LUTHER SEMINARY                                                  ,2481 COMO AVENUE                                  ,55108,1496,8,2,2016,1,83,1.2,A,5,4,5,0,2015,1.0,127.0,0.7,A,2014,3,95,3.1,A,55108,44.98095,-93.17541,Saint Paul,MN,Minnesota,True,,15929.0,1441.2,27123.0,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago,32.7,47.4,52.6,44.3,2.88,69918.0,32.7,48.8,265561.0,993.0,69.5,70.9,4.7,75.6,8.3,11.6,0.5,0.0,0.5,3.6
5533,MN,Minnesota,St Paul,SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE             ,235 MARSHALL AVENUE                               ,55102,1800,5,1,2016,433,2152,20.1,A,5,4,5,0,2015,520.0,2486.0,20.9,A,2014,671,2720,24.6,A,55102,44.93189,-93.1216,Saint Paul,MN,Minnesota,True,,18346.0,2159.9,27123.0,Ramsey,{'27123':100},Ramsey,27123,False,False,America/Chicago,38.1,47.9,52.1,32.4,2.83,56084.0,22.9,42.4,199490.0,935.0,49.4,69.8,3.9,77.6,11.4,2.0,0.9,0.0,3.6,4.5
2396,MS,Mississippi,Alcorn State,ALCORN STATE UNIVERSITY                                          ,1000 ASU DRIVE                                    ,39096,7500,8,1,2016,282,1312,21.4,A,2,2,4,0,2015,291.0,1485.0,19.5,A,2014,261,1599,16.3,A,39096,31.82548,-91.11572,Lorman,MS,Mississippi,True,,1887.0,4.6,28021.0,Claiborne,"{'28021':56.03,'28063':43.97}",Claiborne|Jefferson,28021|28063,False,False,America/Chicago,21.2,43.0,57.0,19.5,3.57,18224.0,8.0,52.3,51829.0,586.0,32.3,32.7,6.4,5.9,92.9,0.2,0.6,0.0,0.4,0.0
2413,MS,Mississippi,Meridan,MERIDIAN COMMUNITY COLLEGE                                       ,910 HIGHWAY 19 NORTH                              ,39307,5890,5,1,2016,65,393,16.5,A,5,3,4,0,2015,59.0,480.0,12.2,A,2014,118,621,19.0,A,39307,32.33768,-88.79619,Meridian,MS,Mississippi,True,,17145.0,75.3,28075.0,Lauderdale,{'28075':100},Lauderdale,28075,False,False,America/Chicago,35.3,52.6,47.4,33.8,3.13,29966.0,7.8,60.6,72153.0,658.0,11.5,50.2,9.5,31.7,66.5,0.4,0.1,0.0,0.8,0.4
